canonical_variable_id,canonical_label,gfs_code,category,sub_category,unit,is_flow,jurisdiction,source_line_item,mapping_notes,parser_version
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,ACT,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,NSW,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,NT,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,QLD,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,SA,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,TAS,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,VIC,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_employment,Employment growth (%),ECON_EMP,economic,employment,pct,TRUE,WA,Employment growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,ACT,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,NSW,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,NT,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,QLD,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,SA,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,TAS,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,VIC,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_unemployment,Unemployment rate (%),ECON_UNEMP,economic,unemployment,pct,FALSE,WA,Unemployment rate (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,ACT,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,NSW,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,NT,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,QLD,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,SA,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,TAS,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,VIC,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_cpi,Consumer Price Index growth (%),ECON_CPI,economic,cpi,pct,TRUE,WA,Consumer Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,ACT,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,NSW,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,NT,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,QLD,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,SA,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,TAS,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,VIC,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_wpi,Wage Price Index growth (%),ECON_WPI,economic,wpi,pct,TRUE,WA,Wage Price Index growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,ACT,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,NSW,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,NT,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,QLD,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,SA,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,TAS,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,VIC,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
econ_population,Population growth (%),ECON_POP,economic,population,pct,TRUE,WA,Population growth (%),Seeded from canonical label --- refine per BP1 line-item text,v0
